CITY,NAME,STATE,COUNTY,ZIP
BETHANY,1,OK,OKLAHOMA,73008
BETHEL,9,['CT' 'PA' 'MO' 'ME'],['FAIRFIELD' 'BERKS' 'SHELBY' 'OXFORD'],[ 6801 19507 63434  4217]
BETHEL PARK,3,PA,ALLEGHENY,15102
BETHEL SPRINGS,1,TN,MCNAIRY,38315
BETHESDA,23,MD,MONTGOMERY,[20814 20816 20817]
BETHLEHEM,26,['PA' 'GA' 'CT' 'NH'],['LEHIGH' 'BARROW' 'LITCHFIELD' 'GRAFTON' 'NORTHAMPTON'],[18015 30620  6751  3574 18018 18017 18020]
BETTENDORF,3,IA,SCOTT,52722
BEULAVILLE,2,NC,DUPLIN,28518
BEVERLY,15,['MA' 'KY' 'WV'],['ESSEX' 'BELL' 'RANDOLPH'],[ 1915 40913 26253]
BEVERLY HILLS,11,['FL' 'CA' 'MI'],['CITRUS' 'LOS ANGELES' 'OAKLAND'],[34465 90212 90211 48025 90210]
BIDDEFORD,2,ME,YORK,[4005 4087]
BIDDEFORD POOL,1,ME,YORK,4006
BIG BEAR CITY,1,CA,SAN BERNARDINO,92314
BIG BEAR LAKE,1,CA,SAN BERNARDINO,92315
BIG BEND,2,WI,WAUKESHA,53103
BIG PRAIRIE,2,OH,HOLMES,44611
BIG RAPIDS,2,MI,MECOSTA,49307
BIG STONE GAP,1,VA,WISE,24219
BILLINGS,13,MT,YELLOWSTONE,[59106 59102 59101]
BILOXI,5,MS,HARRISON,[39530 39532 39531]
BINGHAMTON,8,NY,BROOME,[13902 13905 13901 13903 13760]
BIRD IN HAND,15,PA,LANCASTER,17505
BIRD ISLAND,1,MN,RENVILLE,55310
BIRDSBORO,2,PA,BERKS,19508
BIRMINGHAM,60,['AL' 'MI'],['JEFFERSON' 'SHELBY' 'OAKLAND'],"[35214 35244 35211 35218 35203 35222 35205 35206 35208 35212 35209 35215
 35213 35216 35242 48009 48067 35243 35294 35210 35235 35233]"
BISHOP,2,['CA' 'TX'],['INYO' 'NUECES'],[93514 78343]
BISHOPVILLE,1,SC,LEE,29010
BISMARCK,11,ND,BURLEIGH,[58501 58503]
BITTINGER,1,MD,GARRETT,21522
BLACK CREEK,1,NY,ALLEGANY,14714
BLACK MOUNTAIN,2,NC,BUNCOMBE,28711
BLACK MTN,1,NC,BUNCOMBE,28711
BLACKFOOT,1,ID,BINGHAM,83221
BLACKLICK,1,OH,FRANKLIN,43004
BLACKSBURG,5,VA,MONTGOMERY,24060
BLACKSHEAR,1,GA,PIERCE,31516
BLACKSTONE,2,VA,NOTTOWAY,23824
BLACKVILLE,3,SC,BARNWELL,29817
BLACKWOOD,2,NJ,CAMDEN,8012
BLADENBORO,1,NC,BLADEN,28320
BLADENSBURG,1,MD,PRINCE GEORGE'S,20710
BLAIN,4,PA,PERRY,17006
BLAINE,3,MN,ANOKA,[55449 55434]
BLAIR,5,['WI' 'NE'],['TREMPEALEAU' 'DOUGLAS'],[54616 68008]
BLAIRSTOWN,2,NJ,WARREN,7825
BLAIRSVILLE,1,GA,UNION,30512
BLANDON,1,PA,BERKS,19510
BLAUVELT,3,NY,ROCKLAND,10913
BLOOMER,2,WI,CHIPPEWA,54724
BLOOMFIELD,10,['CT' 'IN' 'MI' 'NJ'],['HARTFORD' 'GREENE' 'OAKLAND' 'ESSEX'],[ 6002 47424 48301  7003]
BLOOMFIELD HILLS,10,MI,OAKLAND,[48301 48304 48302]
BLOOMINGDALE,3,IL,DUPAGE,60108
BLOOMINGTON,31,['IL' 'MN' 'IN' 'WI' 'CA'],['MCLEAN' 'HENNEPIN' 'MONROE' 'GRANT' 'SAN BERNARDINO'],"[61701 61704 55438 61705 47408 47401 47403 47404 55437 55420 53804 92316
 55431]"
BLOOMINGTON SPRINGS,1,TN,PUTNAM,38545
BLOOMSBURG,4,PA,COLUMBIA,17815
BLOOMSBURY,1,NJ,WARREN,8804
BLOOMSDALE,1,MO,STE. GENEVIEVE,63627
BLOUNTSVILLE,1,AL,BLOUNT,35031
BLOUNTVILLE,1,TN,SULLIVAN,37617
BLUE ASH,3,OH,HAMILTON,45242
BLUE BELL,3,PA,MONTGOMERY,19422
BLUE HILL,3,ME,HANCOCK,4614
BLUE ISLAND,5,IL,COOK,60406
BLUE RIDGE,2,GA,FANNIN,30513
BLUE RIDGE SUMMIT,1,PA,FRANKLIN,17214
BLUE SPRINGS,7,MO,JACKSON,[64015 64014]
BLUEFIELD,1,WV,MERCER,24701
BLUEMONT,1,VA,LOUDOUN,20135
BLUFF DALE,1,TX,ERATH,76433
BLUFFTON,5,['IN' 'SC' 'MN'],['WELLS' 'BEAUFORT' 'OTTER TAIL'],[46714 29910 56518 29909]
BLYTHE,2,CA,RIVERSIDE,92225
BOALSBURG,1,PA,CENTRE,16827
BOARDMAN,1,OH,MAHONING,44512
BOCA RATON,31,FL,PALM BEACH,[33431 33432 33428 33498 33433 33486 33434 33487]
"BOCA RATON, FLORIDA",1,FL,PALM BEACH,33431
BOERNE,2,TX,KENDALL,[78015 78006]
BOGALUSA,2,LA,WASHINGTON,70427
BOGART,1,GA,OCONEE,30622
BOGOTA,2,NJ,BERGEN,7603
BOHEMIA,1,NY,SUFFOLK,11716
BOILING SPRINGS,1,SC,SPARTANBURG,29316
BOISE,21,ID,ADA,[83706 83705 83709 83704 83702 83713 83703 83716]
BOLINGBROOK,4,IL,WILL,[60440 60490]
BOLIVAR,3,['MO' 'TN' 'PA'],['POLK' 'HARDEMAN' 'WESTMORELAND'],[65613 38008 15923]
BOLTON,2,CT,TOLLAND,6043
BONANZA,1,OR,KLAMATH,97623
BONDUEL,3,WI,SHAWANO,54107
BONDVILLE,1,VT,BENNINGTON,5340
BONHAM,1,TX,FANNIN,75418
BONIFAY,1,FL,HOLMES,32425
BONITA SPRINGS,3,FL,LEE,[34134 34135]
BONNE TERRE,1,MO,ST. FRANCOIS,63628
BONNERDALE,1,AR,HOT SPRING,71933
BONNERS FERRY,5,ID,BOUNDARY,83805
BONNEY LAKE,2,WA,PIERCE,98391
BONNOTS MILL,1,MO,OSAGE,65016
BONNYMAN,1,KY,PERRY,41719
BONSALL,1,CA,SAN DIEGO,92003
BOOMER,2,['WV' 'NC'],['FAYETTE' 'WILKES'],[25031 28606]
BOONE,4,['NC' 'IA'],['WATAUGA' 'BOONE'],[28607 50036]
BOONSBORO,1,MD,WASHINGTON,21713
BOONTON,3,NJ,MORRIS,7005
BOONVILLE,2,MO,COOPER,65233
BORDENTOWN,1,NJ,BURLINGTON,8505
BORING,2,OR,CLACKAMAS,97009
BOSQUE FARMS,1,NM,VALENCIA,87068
BOSSIER CITY,2,LA,BOSSIER,71111
BOSTIC,1,NC,RUTHERFORD,28018
BOSTON,21,MA,SUFFOLK,[2116 2113 2114 2136 2215 2130 2108 2134 2118]
BOTHELL,16,WA,['KING' 'SNOHOMISH'],[98011 98021 98012]
BOULDER,16,CO,BOULDER,[80301 80305 80304 80302 80303]
BOULDER CITY,1,NV,CLARK,89005
BOUND BROOK,2,NJ,SOMERSET,8805
BOUNTIFUL,2,UT,DAVIS,84010
BOURBON,3,['IN' 'MO'],['MARSHALL' 'CRAWFORD'],[46504 65441]
BOURBONNAIS,3,IL,KANKAKEE,60914
BOURNE,1,MA,BARNSTABLE,2532
BOUTTE,1,LA,ST. CHARLES,70039
BOW,2,NH,MERRIMACK,3304
BOWDON,1,GA,CARROLL,30108
BOWIE,10,MD,PRINCE GEORGE'S,[20720 20715 20716]
BOWLING GREEN,13,['FL' 'KY' 'MO' 'OH'],['HARDEE' 'WARREN' 'PIKE' 'WOOD'],[33834 42104 42101 63334 43402]
BOWMAN,1,SC,ORANGEBURG,29018
BOXFORD,2,MA,ESSEX,1921
BOYCE,1,VA,CLARKE,22620
BOYD,1,WI,CHIPPEWA,54726
BOYERTOWN,2,PA,['MONTGOMERY' 'BERKS'],19512
BOYNTON BEACH,3,FL,PALM BEACH,[33426 33435]
BOYS TOWN,3,NE,DOUGLAS,68010
BOZEMAN,14,MT,GALLATIN,[59718 59715]
BRADENTON,21,FL,MANATEE,[34209 34205 34207 34210 34203 34202 34208]
BRADENVILLE,1,PA,WESTMORELAND,15620
BRADFORD,12,['VT' 'NH' 'AR' 'MA' 'PA'],['ORANGE' 'MERRIMACK' 'WHITE' 'ESSEX' 'MCKEAN'],[ 5033  3221 72020  1835 16701]
BRADLEY,1,IL,KANKAKEE,60915
BRAINERD,3,MN,CROW WING,56401
BRAINTREE,11,MA,NORFOLK,2184
BRAITHWAITE,1,LA,ST. BERNARD,70040
BRAMBLETON,1,VA,LOUDOUN,20148
BRANCHBURG,5,NJ,SOMERSET,8876
BRANDON,11,['FL' 'MS'],['HILLSBOROUGH' 'RANKIN'],[33510 33511 39042]
BRANDYWINE,2,MD,PRINCE GEORGE'S,20613
BRANFORD,2,CT,NEW HAVEN,6405
BRANSON,1,MO,TANEY,65616
BRANSON WEST,1,MO,STONE,65737
BRASELTON,2,GA,JACKSON,30517
BRATTLEBORO,9,VT,WINDHAM,5301
BRAWLEY,2,CA,IMPERIAL,92227
BRAZIL,1,IN,CLAY,47834
BREA,4,CA,ORANGE,92821
BREAUX BRIDGE,3,LA,ST. MARTIN,70517
BRECKENRIDGE,1,MN,WILKIN,56520
BRECKSVILLE,1,OH,CUYAHOGA,44141
BREESE,2,IL,CLINTON,62230
BREESPORT,1,NY,CHEMUNG,14816
BREMAN,1,IN,MARSHALL,46506
BREMEN,4,IN,MARSHALL,46506
BREMERTON,8,WA,KITSAP,[98312 98310 98311 98370 98337]
BRENHAM,4,TX,WASHINGTON,77833
BRENTWOOD,12,['CA' 'TN' 'NH' 'MO' 'NY'],['CONTRA COSTA' 'WILLIAMSON' 'ROCKINGHAM' 'ST. LOUIS' 'DAVIDSON' 'SUFFOLK'],[94513 37027  3833 63144 11717]
BREVARD,3,NC,TRANSYLVANIA,28712
BREWER,2,ME,PENOBSCOT,4412
BREWSTER,8,['NY' 'MA' 'WA'],['PUTNAM' 'BARNSTABLE' 'OKANOGAN'],[10509  2631 98812]
BRIARCLIFF MANOR,2,NY,WESTCHESTER,10510
BRIARWOOD,1,NY,QUEENS,11435
BRICE,1,OH,FRANKLIN,43109
BRICK,5,NJ,OCEAN,[8723 8724]
BRIDGEHAMPTON,2,NY,SUFFOLK,11932
BRIDGEPORT,16,['CT' 'PA' 'TX' 'WV'],['FAIRFIELD' 'MONTGOMERY' 'WISE' 'HARRISON'],[ 6604  6606  6605 19405  6607 76426 26330  6610]
BRIDGETON,5,['NJ' 'MO'],['CUMBERLAND' 'ST. LOUIS' 'SALEM'],[ 8302 63044]
BRIDGEVIEW,3,IL,COOK,60455
BRIDGEVILLE,3,PA,ALLEGHENY,15017
BRIDGEWATER,13,['NY' 'NJ' 'VA' 'MA'],['ONEIDA' 'SOMERSET' 'ROCKINGHAM' 'PLYMOUTH'],[13313  8807 22812  2324]
BRIDGTON,1,ME,CUMBERLAND,4009
BRIER,1,WA,SNOHOMISH,98036
BRIGHAM CITY,3,UT,BOX ELDER,84302
BRIGHTON,17,['CO' 'MI' 'MA'],['ADAMS' 'LIVINGSTON' 'SUFFOLK'],[80601 48114 48116  2135 80603]
BRILLION,2,WI,CALUMET,54110
BRIMHALL,1,NM,MCKINLEY,87310
BRINKHAVEN,1,OH,HOLMES,43006
BRISTOL,22,['CT' 'RI' 'NH' 'PA' 'TN' 'VT' 'VA' 'FL'],"['HARTFORD' 'BRISTOL' 'GRAFTON' 'BUCKS' 'SULLIVAN' 'ADDISON' 'WASHINGTON'
 'LIBERTY']",[ 6010  2809  3222 19007 37620  5443 24201 24202 32321 37260]
"BRISTOL,",1,IN,ELKHART,46507
BRISTOW,4,['VA' 'OK'],['PRINCE WILLIAM' 'CREEK'],[20136 74010]
BROADVIEW HEIGHTS,3,OH,CUYAHOGA,44147
BROADWAY,1,VA,ROCKINGHAM,22815
BROCKPORT,1,NY,MONROE,14420
BROCKTON,6,MA,PLYMOUTH,[2302 2301]
BROCKWAY,3,['PA' 'MI'],['JEFFERSON' 'ST. CLAIR'],[15824 48097]
BRODHEAD,1,WI,GREEN,53520
BROGUE,1,PA,YORK,17309
BROKEN ARROW,9,OK,TULSA,74012
BROKLYN,1,NY,KINGS,11206
BRONSON,2,MI,BRANCH,49028
BRONX,85,NY,['BRONX' 'WESTCHESTER'],"[10453 10471 10458 10452 10457 10451 10461 10463 10466 10465 10467 10469
 10456 10459 10470 10474 10468 10462 10473 10475 10472 10455 10454 10460
 10464]"
BRONXVILLE,4,NY,WESTCHESTER,10708
BROOKEHAVEN,1,GA,DEKALB,30319
BROOKEVILLE,1,MD,MONTGOMERY,20833
BROOKFIELD,17,['CT' 'WI' 'IL' 'MO'],['FAIRFIELD' 'WAUKESHA' 'COOK' 'LINN'],[ 6804 53005 53045 60513 64628]
BROOKHAVEN,5,['PA' 'MS'],['DELAWARE' 'LINCOLN'],[19015 39601]
BROOKINGS,1,OR,CURRY,97415
BROOKLINE,9,MA,NORFOLK,[2445 2446]
BROOKLYN,398,['NY' 'CT' 'OH'],['KINGS' 'WINDHAM' 'CUYAHOGA'],"[11203 11201 11210 11204 11206 11219 11218 11229 11216 11249 11230 11223
 11211 11212 11213 11238 11214 11236 11215 11207 11217  6234 11208 11209
 11234 11225 11205 11220 11222 11235 11226 11228 11232 11221 11233 44144
 11231 11239 11237]"
BROOKLYN CENTER,1,MN,HENNEPIN,55429
BROOKLYN N,1,NY,KINGS,11203
BROOKLYN PARK,2,MN,HENNEPIN,[55443 55428]
BROOKS,1,OR,MARION,97305
BROOKSVILLE,6,FL,HERNANDO,[34601 34602]
BROOKVILLE,1,IN,FRANKLIN,47012
"BROOLANDVILLE,",1,MD,BALTIMORE,21022
BROOMALL,3,PA,DELAWARE,19008
BROOMFIELD,11,CO,BROOMFIELD,[80020 80023 80021]
BROUSSARD,1,LA,LAFAYETTE,70518
BROWERVILLE,2,MN,TODD,56438
BROWNFIELD,1,ME,OXFORD,4010
BROWNING,3,MT,GLACIER,59417
BROWNSBURG,2,IN,HENDRICKS,46112
BROWNSTOWN,1,IN,JACKSON,47220
BROWNSVILLE,13,['TX' 'WI'],['CAMERON' 'DODGE'],[78520 78521 53006 78526]
BROWNWOOD,1,TX,BROWN,76801
BRUNSWICK,11,['OH' 'GA' 'ME'],['MEDINA' 'GLYNN' 'CUMBERLAND'],[44212 31525 31520  4011 31523]
BRUSH,1,CO,MORGAN,80723
BRUSSELS,1,IL,CALHOUN,62013
BRYAN,9,['OH' 'TX'],['WILLIAMS' 'BRAZOS'],[43506 77807 77801 77803 77802 77808]
BRYANT,8,['AL' 'AR' 'IN' 'WI'],['JACKSON' 'SALINE' 'JAY' 'LANGLADE'],[35958 72022 47326 54418]
BRYANT POND,1,ME,OXFORD,4219
BRYANTOWN,1,MD,CHARLES,20617
BRYN ATHYN,3,PA,MONTGOMERY,19009
BRYN MAWR,11,PA,['DELAWARE' 'MONTGOMERY'],19010
BRYSON CITY,1,NC,SWAIN,28713
BUCKEYE,1,AZ,MARICOPA,85326
BUCKEYSTOWN,2,MD,FREDERICK,21717
BUCKHANNON,1,WV,UPSHUR,26201
BUCKINGHAM,3,['PA' 'VA'],['BUCKS' 'BUCKINGHAM'],[18912 23921]
BUCKLEY,2,IL,IROQUOIS,60918
BUCKSPORT,2,ME,HANCOCK,4416
BUCYRUS,3,['KS' 'OH'],['MIAMI' 'CRAWFORD'],[66013 44820]
BUDA,1,TX,HAYS,78610
BUDD LAKE,2,NJ,MORRIS,7828
BUENA PARK,9,CA,ORANGE,[90620 90621]
BUENA VISTA,2,CO,CHAFFEE,81211
BUFFALO,29,['MN' 'NY' 'WY'],['WRIGHT' 'ERIE' 'JOHNSON'],"[55313 14220 14222 14209 14207 14223 14214 14211 14212 14216 82834 14203
 14215 14226 14210]"
BUFFALO GROVE,4,IL,['COOK' 'LAKE'],60089
BUFORD,1,GA,GWINNETT,30518
BUHL,1,ID,TWIN FALLS,83316
BULLARD,1,TX,SMITH,75757
BULLHEAD CITY,1,AZ,MOHAVE,86429
BULVERDE,2,TX,COMAL,78163
BUMPASS,1,VA,LOUISA,23024
BUNCETON,1,MO,COOPER,65237
BUNDUEL,1,WI,SHAWANO,54107
BUNKER HILL,1,WV,BERKELEY,25413
BUNKIE,1,LA,AVOYELLES,71322
BUNNELL,2,FL,FLAGLER,32110
BURBANK,25,['CA' 'IL'],['LOS ANGELES' 'COOK'],[91505 91506 91502 91504 91501 60459]
BURGETTSTOWN,2,PA,WASHINGTON,15021
BURIEN,6,WA,KING,[98166 98146 98168]
BURKE,4,['TX' 'VA'],['ANGELINA' 'FAIRFAX'],[75941 22015]
BURLESON,4,TX,JOHNSON,76028
BURLEY,1,WA,KITSAP,98322
BURLINGAME,6,CA,SAN MATEO,94010
BURLINGTON,30,['MA' 'KY' 'IA' 'NJ' 'NC' 'VT' 'WA' 'WI'],"['MIDDLESEX' 'BOONE' 'DES MOINES' 'BURLINGTON' 'ALAMANCE' 'CHITTENDEN'
 'SKAGIT' 'RACINE']",[ 1803 41005 52601  8016 27215  5401  5408 98233 53105]
BURNHAM,1,IL,COOK,60633
BURNS,2,TN,DICKSON,37029
BURNSIDE,1,KY,PULASKI,42519
BURNSVILLE,10,['NC' 'MN'],['YANCEY' 'DAKOTA'],[28714 55337 55306]
BURNT HILLS,1,NY,SARATOGA,12027
BURR RIDGE,2,IL,['COOK' 'DUPAGE'],60527
BURRTON,1,KS,RENO,67020
BURTON,12,['OH' 'MI'],['GEAUGA' 'GENESEE'],[44021 48509 48519]
BURTONSVILLE,1,MD,MONTGOMERY,20866
BUTLER,15,['AL' 'PA' 'WI' 'NJ'],['CHOCTAW' 'BUTLER' 'WAUKESHA' 'MORRIS'],[36904 16001 16002 53007  7405]
BUTTE,6,MT,SILVER BOW,59701
BUXTON,3,['ME' 'OR'],['YORK' 'WASHINGTON'],[ 4009  4093 97109]
BUZZARDS BAY,1,MA,BARNSTABLE,2532
BYFIELD,1,MA,ESSEX,1922
BYRAM,1,MS,HINDS,39272
BYRON,2,GA,PEACH,31008
BYRON CENTER,3,MI,['KENT' 'ALLEGAN'],49315
CABOT,1,PA,BUTLER,16023
CADET,1,MO,WASHINGTON,63630
CADILLAC,3,MI,WEXFORD,49601
CAIRO,1,NE,HALL,68824
CALABASAS,5,CA,LOS ANGELES,91302
CALDWELL,9,['ID' 'NJ' 'TX'],['CANYON' 'ESSEX' 'BURLESON'],[83605 83607  7006 77836]
CALEDONIA,4,['MI' 'MN' 'WI'],['KENT' 'HOUSTON' 'RACINE'],[49316 55921 53108]
CALEXICO,3,CA,IMPERIAL,92231
CALHAN,1,CO,EL PASO,80808
CALHOUN,5,['GA' 'TN'],['GORDON' 'POLK' 'MCMINN'],[30701 37309]
CALHOUN CITY,1,MS,CALHOUN,38916
CALIFON,1,NJ,HUNTERDON,7830
CALIFORNIA,4,['KY' 'MD'],"['CAMPBELL' ""ST. MARY'S""]",[41007 20619]
CALIFORNIA CITY,1,CA,KERN,93505
CALIMESA,1,CA,RIVERSIDE,92320
CALLAWAY,1,MD,ST. MARY'S,20620
CALMAR,1,IA,WINNESHIEK,52132
CALPELLA,1,CA,MENDOCINO,95418
CALUMET CITY,2,IL,COOK,60409
CAMANO ISLAND,1,WA,ISLAND,98282
CAMARILLO,7,CA,VENTURA,[93012 93010]
CAMAS,5,WA,CLARK,98607
CAMBRIA,1,WI,COLUMBIA,53923
CAMBRIA HEIGHTS,5,NY,QUEENS,11411
CAMBRIDGE,19,['MN' 'MA' 'OH' 'MD'],['ISANTI' 'MIDDLESEX' 'GUERNSEY' 'DORCHESTER'],[55008  2140  2138  2139 43725 21613]
CAMBRIDGE SPRINGS,2,PA,CRAWFORD,16403
CAMDEN,16,['SC' 'AL' 'AR' 'ME' 'MI' 'NJ' 'TN'],['KERSHAW' 'WILCOX' 'OUACHITA' 'KNOX' 'HILLSDALE' 'CAMDEN' 'BENTON'],[29020 36726 71701  4843 49232  8102  8105 38320]
CAMDEN WYOMING,1,DE,KENT,19934
CAMDENTON,1,MO,CAMDEN,65020
CAMERON,2,['TX' 'NC'],['MILAM' 'MOORE'],[76520 28326]
CAMILLA,1,GA,MITCHELL,31730
CAMP HILL,10,['PA' 'AL'],['CUMBERLAND' 'TALLAPOOSA'],[17011 36850]
CAMP SPRINGS,2,MD,PRINCE GEORGE'S,[20748 20746]
CAMP VERDE,1,AZ,YAVAPAI,86322
CAMPBEL,1,CA,SANTA CLARA,95008
CAMPBELL,15,['CA' 'MO'],['SANTA CLARA' 'DUNKLIN'],[95008 63933]
CAMPBELLSBURG,1,IN,WASHINGTON,47108
CAMPBELLSPORT,2,WI,FOND DU LAC,53010
CAMPBELLSVILLE,2,KY,TAYLOR,42718
CAMPTON,1,KY,BREATHITT,41301
CANAAN,1,NH,GRAFTON,3741
CANADENSIS,1,PA,MONROE,18504
CANAL FULTON,1,OH,STARK,44614
CANAL WINCHESTER,1,OH,FRANKLIN,43110
CANANDAIGUA,2,NY,ONTARIO,14424
CANBY,2,['CA' 'MN'],['MODOC' 'YELLOW MEDICINE'],[96015 56220]
CANDIA,1,NH,ROCKINGHAM,3034
CANDLER,2,NC,BUNCOMBE,28715
CANDOR,1,NC,MONTGOMERY,27229
CANEYVILLE,1,KY,GRAYSON,42721
CANFIELD,1,OH,MAHONING,44406
CANNELTON,1,IN,PERRY,47520
CANNON FALLS,1,MN,GOODHUE,55009
CANOGA PARK,7,CA,LOS ANGELES,[91306 91304 91303 91335]
CANON,1,GA,HART,30520
CANON CITY,2,CO,FREMONT,81212
CANONSBURG,2,PA,WASHINGTON,15317
CANTERBURY,2,NH,MERRIMACK,3224
CANTON,37,['GA' 'OH' 'MI' 'IL' 'MS' 'MO' 'MA' 'NY' 'NC'],"['CHEROKEE' 'STARK' 'WAYNE' 'FULTON' 'MADISON' 'LEWIS' 'NORFOLK'
 'ST. LAWRENCE' 'HAYWOOD']","[30115 30114 44702 48187 44706 61520 39046 63435 48188  2021 13617 28716
 44703 44708 44718 44710 44709]"
CANYON COUNTRY,3,CA,LOS ANGELES,[91387 91351]
CANYON LAKE,1,CA,RIVERSIDE,92587
CANYONVILLE,2,OR,DOUGLAS,97417
CAPE CHARLES,1,VA,NORTHAMPTON,23310
CAPE CORAL,11,FL,LEE,[33904 33909 33914 33990 33991]
CAPE ELIZABETH,2,ME,CUMBERLAND,4107
CAPE GIRARDEAU,7,MO,CAPE GIRARDEAU,[63701 63703]
CAPE MAY COURT HOUSE,2,NJ,CAPE MAY,8210
CAPISTRANO BEACH,1,CA,ORANGE,92624
CAPITOL HEIGHTS,3,MD,PRINCE GEORGE'S,20743
CAPO BEACH,1,CA,ORANGE,92624
CAPTAIN COOK,1,HI,HAWAII,96704
CARBONDALE,5,['CO' 'IL'],['GARFIELD' 'JACKSON'],[81623 62901 62902]
CARDIFF,1,CA,SAN DIEGO,92007
CAREFREE,1,AZ,MARICOPA,85377
CARENCRO,1,LA,LAFAYETTE,70520
CAREY,1,OH,WYANDOT,43316
CARIBOU,1,ME,AROOSTOOK,4736
CARLETON,1,MI,MONROE,48117
CARLISLE,7,PA,CUMBERLAND,[17015 17013]
CARLSBAD,16,['CA' 'NM'],['SAN DIEGO' 'EDDY'],[92008 92011 92009 88220]
CARLTON,1,PA,MERCER,16311
CARMEL,14,['IN' 'CA' 'NY'],['HAMILTON' 'MONTEREY' 'PUTNAM'],[46032 93923 10512 93921]
CARMICHAEL,11,CA,SACRAMENTO,95608
CAROL STREAM,1,IL,DUPAGE,60188
CARPENTERSVILLE,3,IL,KANE,60110
CARPINTERIA,2,CA,SANTA BARBARA,93013
CARRABASSETT VALLEY,1,ME,FRANKLIN,4947
CARROLL,1,IA,CARROLL,51401
CARROLLTON,18,['TX' 'OH' 'AL' 'GA' 'IL' 'MS' 'KY'],['DALLAS' 'CARROLL' 'PICKENS' 'GREENE' 'COLLIN' 'DENTON'],[75006 44615 35447 30117 62016 75007 75010 30116 38917 41008]
CARROLLTOWN,1,PA,CAMBRIA,15722
CARSON,4,CA,LOS ANGELES,[90746 90745]
CARSON CITY,8,['NV' 'MI'],['CARSON CITY' 'MONTCALM' 'DOUGLAS'],[89703 89706 48811 89705 89701]
CARTERET,3,NJ,MIDDLESEX,7008
CARTERSVILLE,3,GA,BARTOW,30120
CARTHAGE,5,['NC' 'MO' 'NY' 'TX'],['MOORE' 'JASPER' 'JEFFERSON' 'PANOLA'],[28327 64836 13619 75633]
CARY,16,['NC' 'IL'],['WAKE' 'MCHENRY'],[27518 27513 27519 60013 27511]
CASA GRANDE,2,AZ,PINAL,85122
CASCADE,2,['ID' 'IA'],['VALLEY' 'DUBUQUE'],[83611 52033]
CASCO,2,['ME' 'WI'],['CUMBERLAND' 'KEWAUNEE'],[ 4015 54205]
CASEYVILLE,1,IL,ST. CLAIR,62232
CASHTON,4,WI,['MONROE' 'VERNON'],54619
CASPER,5,WY,NATRONA,[82609 82601 82604]
CASS CITY,2,MI,HURON,48726
CASSEL,1,CA,SHASTA,96016
CASSELBERRY,2,FL,SEMINOLE,32707
CASSOPOLIS,1,MI,CASS,49031
CASSVILLE,1,WI,GRANT,53806
CASTAIC,1,CA,LOS ANGELES,91384
CASTALIA,1,OH,ERIE,44824
CASTILE,1,NY,WYOMING,14427
CASTLE HAYNE,1,NC,NEW HANOVER,28429
CASTLE ROCK,8,CO,DOUGLAS,[80104 80108 80109]
CASTLE VALLEY,1,UT,GRAND,84532
CASTLETON,1,VA,RAPPAHANNOCK,22716
CASTLEWOOD,1,VA,RUSSELL,24224
CASTORLAND,2,NY,LEWIS,13620
CASTRO VALLEY,7,CA,ALAMEDA,[94546 94552]
CASTROVILLE,2,TX,MEDINA,78009
CATASAUQUA,1,PA,LEHIGH,18032
CATAWISSA,1,MO,JEFFERSON,63015
CATHEDRAL CITY,1,CA,RIVERSIDE,92234
CATLETTSBURG,1,KY,BOYD,41129
CATO,1,WI,MANITOWOC,54230
CATONSVILLE,4,MD,BALTIMORE,21228
CATTARAUGUS,2,NY,CATTARAUGUS,14719
CAVE CREEK,4,AZ,MARICOPA,85331
CAVE JUNCTION,3,OR,JOSEPHINE,97523
CAYCE,1,SC,LEXINGTON,29033
CAYUGA,1,NY,CAYUGA,13034
CECIL,2,['AL' 'WI'],['MONTGOMERY' 'SHAWANO'],[36013 54111]
CEDAR BLUFF,1,VA,TAZEWELL,24609
CEDAR CITY,2,UT,IRON,[84720 84721]
CEDAR CREST,1,NM,BERNALILLO,87008
CEDAR FALLS,3,IA,BLACK HAWK,50613
CEDAR GROVE,2,NJ,ESSEX,7009
CEDAR HILL,4,['TX' 'MO'],['DALLAS' 'JEFFERSON'],[75104 63016]
CEDAR KNOLLS,2,NJ,MORRIS,7927
CEDAR LAKE,2,MI,MONTCALM,48812
CEDAR PARK,6,TX,WILLIAMSON,78613
CEDAR RAPIDS,16,IA,LINN,[52404 52405 52403 52402 52411]
CEDAR SPRINGS,1,MI,KENT,49319
CEDARBURG,2,WI,OZAUKEE,53012
CEDARHURST,3,NY,NASSAU,11516
CEDARTOWN,1,GA,POLK,30125
CEDER CREST,1,NM,BERNALILLO,7008
CEDER PARK,1,TX,WILLIAMSON,78752
CELEBRATION,3,FL,OSCEOLA,34747
CELINA,2,['OH' 'TN'],['MERCER' 'CLAY'],[45822 38551]
CENT.,1,CO,ARAPAHOE,80015
CENTENNIAL,8,CO,ARAPAHOE,[80111 80112 80122]
CENTENNIAL PARK,1,AZ,MOHAVE,86021
CENTER,1,CO,SAGUACHE,81125
CENTER HARBOR,1,NH,BELKNAP,3226
CENTER MORICHES,2,NY,SUFFOLK,11934
CENTER POINT,2,AL,JEFFERSON,35215
CENTER VALLEY,1,PA,LEHIGH,18034
CENTEREACH,1,NY,SUFFOLK,11720
