City,ActualHouseValue,RandomForestPredictedHouseValue,Lat,Lng
Wilburton,86000.0,115593.0,40.813,-76.393
Winfield,200600.0,191646.0,40.89,-76.93
Pottsville,87800.0,127040.0,40.7,-76.3
Ashland,90800.0,112124.0,40.8,-76.3
Auburn,166300.0,179285.0,40.59,-76.12
Branchdale,74700.0,121974.0,40.676,-76.32
Brockton,87800.0,108448.0,40.76,-76.06
Cressona,103300.0,136546.0,40.63,-76.19
Cumbola,80400.0,101417.0,40.711,-76.14
Frackville,78800.0,99269.0,40.78,-76.23
Gilberton,29100.0,104134.0,40.8,-76.22
Girardville,27300.0,71239.0,40.8,-76.29
Gordon,107800.0,120493.0,40.7508,-76.338
Hegins,135600.0,135210.0,40.7,-76.5
Klingerstown,166100.0,150946.0,40.68,-76.61
Mahanoy City,31600.0,69264.0,40.82,-76.14
Middleport,65400.0,100672.0,40.731,-76.084
Minersville,56800.0,93820.0,40.69,-76.26
New Philadelphia,52700.0,100656.0,40.74,-76.12
New Ringgold,172900.0,177248.0,40.7,-76.0
Orwigsburg,163200.0,168020.0,40.63,-76.06
Pine Grove,151500.0,168773.0,40.6,-76.4
Pitman,139200.0,135322.0,40.71,-76.48
Port Carbon,76100.0,95412.0,40.7,-76.17
Ringtown,125300.0,145030.0,40.9,-76.2
Sacramento,88800.0,141060.0,40.63,-76.61
Saint Clair,63500.0,77311.0,40.73,-76.19
Schuylkill Haven,130000.0,147882.0,40.6,-76.2
Seltzer,133800.0,139631.0,40.7,-76.3
Shenandoah,34700.0,60165.0,40.82,-76.21
Spring Glen,115600.0,96241.0,40.61,-76.67
Tower City,84800.0,124475.0,40.5,-76.6
Tremont,73200.0,84147.0,40.64,-76.4
Tuscarora,75800.0,113259.0,40.77,-76.03
Valley View,120300.0,148675.0,40.64,-76.54
Zion Grove,158900.0,139303.0,40.91,-76.21
Alburtis,196700.0,219200.0,40.48,-75.65
Bangor,195300.0,199551.0,40.9,-75.2
Bath,196000.0,192604.0,40.76,-75.42
Bethlehem,156400.0,168772.0,40.59,-75.35
Bethlehem,226200.0,247664.0,40.66,-75.39
Bethlehem,163400.0,172958.0,40.63,-75.39
Bethlehem,243400.0,267798.0,40.67,-75.33
Bowmanstown,135500.0,148639.0,40.802,-75.666
Breinigsville,285300.0,293392.0,40.55,-75.66
Catasauqua,161400.0,171275.0,40.66,-75.47
Center Valley,296800.0,315716.0,40.54,-75.41
Coopersburg,281400.0,315136.0,40.5,-75.4
Coplay,185500.0,192969.0,40.68,-75.53
Danielsville,199800.0,257624.0,40.8,-75.48
Easton,253800.0,274908.0,40.74,-75.22
East Greenville,216900.0,204265.0,40.41,-75.52
Easton,146000.0,165211.0,40.65,-75.22
Easton,228800.0,256612.0,40.7,-75.28
Emmaus,195200.0,205256.0,40.52,-75.5
Fogelsville,278600.0,283316.0,40.6,-75.67
Whitehall,180300.0,189893.0,40.66,-75.5
Germansville,208300.0,182692.0,40.72,-75.7
Green Lane,275500.0,253633.0,40.35,-75.45
Hellertown,207400.0,217539.0,40.59,-75.3
Kunkletown,169400.0,173002.0,40.9,-75.5
Macungie,243100.0,275335.0,40.5,-75.59
Nazareth,251800.0,270412.0,40.76,-75.31
New Tripoli,259200.0,269406.0,40.66,-75.76
Northampton,199500.0,197018.0,40.71,-75.48
Orefield,277700.0,296157.0,40.62,-75.62
Palm,149500.0,137327.0,40.43,-75.54
Palmerton,154400.0,169512.0,40.84,-75.59
Pen Argyl,164500.0,199074.0,40.85,-75.26
Pennsburg,261300.0,247196.0,40.39,-75.48
Perkiomenville,263800.0,263669.0,40.32,-75.51
Red Hill,188800.0,245055.0,40.37,-75.48
Riegelsville,307900.0,314376.0,40.57,-75.23
Schnecksville,290700.0,299018.0,40.67,-75.62
Slatington,177900.0,204701.0,40.74,-75.62
Stockertown,193500.0,203482.0,40.754,-75.261
Tatamy,193900.0,227416.0,40.742,-75.254
Trexlertown,165600.0,126338.0,40.55,-75.6
Walnutport,190800.0,213321.0,40.76,-75.54
Wind Gap,197500.0,209701.0,40.82,-75.33
Zionsville,303900.0,294820.0,40.47,-75.52
Allentown,65200.0,109997.0,40.6,-75.47
Allentown,91700.0,115513.0,40.61,-75.47
Allentown,163000.0,173737.0,40.57,-75.48
Allentown,218800.0,249745.0,40.62,-75.55
Allentown,243800.0,275979.0,40.58,-75.59
Allentown,122900.0,124388.0,40.64,-75.44
Hazleton,90900.0,97447.0,40.95,-75.95
Hazleton,120600.0,149582.0,41.0,-76.0
Albrightsville,153000.0,159544.0,41.0,-75.6
Andreas,221800.0,244037.0,40.74,-75.82
Barnesville,136600.0,192831.0,40.8,-76.1
Beaver Meadows,78300.0,99311.0,40.93,-75.914
Coaldale,48800.0,73186.0,40.82,-75.91
Conyngham,146600.0,160499.0,40.993,-76.062
Freeland,82800.0,101590.0,41.01,-75.84
Jim Thorpe,164700.0,179691.0,40.9,-75.7
Junedale,90700.0,120187.0,40.93,-75.95
Kelayres,84800.0,108646.0,40.89,-76.03
Lansford,49200.0,69804.0,40.83,-75.88
Lehighton,160400.0,175046.0,40.8,-75.7
Mcadoo,87900.0,98750.0,40.88,-76.02
Nesquehoning,94100.0,152916.0,40.9,-75.8
Nuremberg,90000.0,106083.0,40.94,-76.16
Parryville,103400.0,141386.0,40.819,-75.674
Sheppton,110300.0,88278.0,40.897,-76.118
Sugarloaf,198800.0,234200.0,40.98,-76.1
Summit Hill,118300.0,165122.0,40.82,-75.85
Tamaqua,79400.0,95401.0,40.8,-76.0
Tresckow,94800.0,82714.0,40.915,-75.966
Weatherly,124000.0,136942.0,40.9,-75.8
Weston,91000.0,120794.0,40.942,-76.144
East Stroudsburg,167900.0,254559.0,41.0,-75.1
East Stroudsburg,155300.0,180239.0,41.1,-75.1
Bartonsville,155600.0,201328.0,41.01,-75.29
Brodheadsville,177000.0,213887.0,40.92,-75.4
Bushkill,125500.0,163803.0,41.15,-74.98
Canadensis,175500.0,198297.0,41.27,-75.26
Cresco,182500.0,191205.0,41.2,-75.2
Delaware Water Gap,183600.0,214170.0,40.97,-75.15
Dingmans Ferry,154700.0,182497.0,41.2,-75.0
Effort,167700.0,205532.0,40.96,-75.45
Henryville,185100.0,214590.0,41.1,-75.26
Long Pond,154700.0,195053.0,41.06,-75.46
Marshalls Creek,171500.0,232167.0,41.1,-75.1
Matamoras,200200.0,216926.0,41.38,-74.73
Milford,230400.0,226224.0,41.3,-74.9
Mount Bethel,230500.0,247875.0,40.9,-75.1
Mount Pocono,155000.0,182999.0,41.12,-75.34
Pocono Summit,152000.0,176960.0,41.12,-75.43
Pocono Lake,166200.0,184664.0,41.14,-75.55
Pocono Pines,168400.0,277176.0,41.11,-75.47
Portland,162500.0,193610.0,40.9,-75.1
Saylorsburg,183300.0,209320.0,40.9,-75.4
Scotrun,225400.0,267489.0,41.08,-75.34
Stroudsburg,199600.0,222680.0,41.0,-75.3
Swiftwater,162900.0,181825.0,41.09,-75.35
Tannersville,179500.0,193928.0,41.04,-75.33
Archbald,152600.0,154542.0,41.51,-75.56
Beach Lake,196800.0,174696.0,41.61,-75.1
Carbondale,105100.0,124745.0,41.6,-75.56
Clarks Summit,222300.0,226988.0,41.4,-75.7
Dalton,205900.0,209772.0,41.5,-75.7
Damascus,268200.0,205171.0,41.75,-75.11
Equinunk,210800.0,170404.0,41.8,-75.2
Factoryville,167800.0,167843.0,41.6,-75.8
Forest City,123000.0,145290.0,41.7,-75.5
Gouldsboro,152000.0,178073.0,41.2,-75.5
Greeley,165300.0,167690.0,41.42,-75.01
Greentown,160600.0,164179.0,41.3,-75.2
Hawley,192200.0,182260.0,41.4,-75.2
Honesdale,170400.0,157626.0,41.6,-75.3
Jermyn,146100.0,153261.0,41.56,-75.57
Jessup,142600.0,168291.0,41.46,-75.55
Lake Ariel,185100.0,175476.0,41.4,-75.4
Lake Como,172700.0,153477.0,41.86,-75.31
Lakewood,175900.0,119658.0,41.8,-75.4
Lenoxville,119100.0,104289.0,41.67,-75.62
Milanville,170300.0,128849.0,41.66,-75.1
Moscow,211500.0,225070.0,41.3,-75.5
Newfoundland,178600.0,200814.0,41.3,-75.36
Nicholson,158600.0,147584.0,41.6,-75.8
Olyphant,161300.0,146800.0,41.52,-75.62
Peckville,158400.0,165791.0,41.48,-75.59
Pleasant Mount,172400.0,180171.0,41.7,-75.4
Prompton,183800.0,144204.0,41.61,-75.33
Shohola,214100.0,201108.0,41.4,-74.9
Starlight,134600.0,136415.0,41.94,-75.33
Starrucca,147900.0,137493.0,41.9,-75.44
Tafton,211300.0,236849.0,41.4,-75.18
Thompson,146900.0,113914.0,41.8,-75.5
Tobyhanna,121300.0,177841.0,41.2,-75.4
Union Dale,221700.0,183701.0,41.73,-75.56
Waymart,174300.0,159091.0,41.6,-75.4
White Mills,109200.0,122203.0,41.6,-75.2
Scranton,108900.0,132492.0,41.42,-75.72
Scranton,103800.0,138913.0,41.39,-75.65
Moosic,159000.0,186037.0,41.36,-75.71
Scranton,95100.0,105761.0,41.45,-75.65
Scranton,123000.0,152950.0,41.43,-75.64
Scranton,117400.0,152733.0,41.41,-75.63
Scranton,137600.0,150786.0,41.42,-75.6
Taylor,117700.0,144868.0,41.39,-75.72
Old Forge,153700.0,151170.0,41.37,-75.74
Scranton,126700.0,147613.0,41.46,-75.63
Bear Creek,351900.0,496247.0,41.2,-75.8
Berwick,116400.0,119611.0,41.1,-76.3
Blakeslee,145700.0,169600.0,41.1,-75.5
Dallas,186700.0,189500.0,41.3,-76.0
Dushore,161400.0,144261.0,41.5,-76.4
Falls,176400.0,156467.0,41.46,-75.86
Forksville,133600.0,121832.0,41.5,-76.6
Glen Lyon,75200.0,93055.0,41.18,-76.07
Harveys Lake,171800.0,176841.0,41.38,-76.04
Hillsgrove,128100.0,139714.0,41.43,-76.71
Hunlock Creek,151900.0,139154.0,41.25,-76.09
Laceyville,153800.0,147656.0,41.7,-76.1
Lake Winola,195800.0,164661.0,41.5098,-75.8585
Laporte,198400.0,193196.0,41.423,-76.494
Lopez,88700.0,89498.0,41.4,-76.3
Mehoopany,165700.0,156672.0,41.5,-76.2
Meshoppen,168000.0,133965.0,41.7,-76.0
Mifflinville,134800.0,130930.0,41.032,-76.309
Mildred,78200.0,110321.0,41.46,-76.38
Nanticoke,85000.0,93209.0,41.2,-76.02
Nescopeck,132500.0,150883.0,41.0,-76.2
Noxen,120500.0,112625.0,41.41,-76.09
Pittston,119800.0,145672.0,41.3,-75.76
Pittston,111700.0,137064.0,41.33,-75.73
Duryea,138200.0,167303.0,41.35,-75.77
Pittston,135200.0,153590.0,41.37,-75.84
Wyoming,153500.0,157865.0,41.34,-75.87
Plymouth,83600.0,99333.0,41.26,-75.96
Shickshinny,160700.0,151730.0,41.2,-76.2
Sweet Valley,185200.0,169622.0,41.31,-76.21
Tunkhannock,166700.0,170726.0,41.5,-75.9
Wapwallopen,155200.0,149331.0,41.1,-76.1
White Haven,150500.0,154497.0,41.1,-75.8
Wilkes Barre,165600.0,187375.0,41.24,-75.89
Wilkes Barre,84700.0,96683.0,41.2,-75.8
Kingston,123200.0,147678.0,41.28,-75.89
Wilkes Barre,91900.0,107062.0,41.27,-75.84
Wilkes Barre,85100.0,124868.0,41.22,-75.9
Mountain Top,193600.0,237603.0,41.1,-75.9
Shavertown,176700.0,194205.0,41.29,-75.97
Luzerne,91900.0,98823.0,41.29,-75.9
Montrose,166400.0,154187.0,41.8,-75.9
Athens,139800.0,140822.0,41.9,-76.5
Brackney,205800.0,179409.0,42.0,-76.0
Burlington,133300.0,112071.0,41.78,-76.61
East Smithfield,142200.0,190219.0,41.86,-76.61
Friendsville,188600.0,168905.0,41.9,-76.0
Great Bend,152600.0,143535.0,41.98,-75.74
Hallstead,113200.0,129188.0,41.94,-75.81
Harford,115400.0,149756.0,41.77,-75.67
Hop Bottom,164900.0,173358.0,41.71,-75.79
Kingsley,200300.0,177754.0,41.7,-75.7
Lawton,168100.0,83841.0,41.8,-76.11
Le Raysville,155800.0,144889.0,41.85,-76.17
Little Meadows,145300.0,133500.0,41.94,-76.1
Milan,132900.0,157729.0,41.89,-76.53
Monroeton,139100.0,126345.0,41.7,-76.5
New Albany,153400.0,143757.0,41.6,-76.5
New Milford,161700.0,148687.0,41.8,-75.7
Rome,148600.0,142738.0,41.9,-76.3
Sayre,136700.0,139675.0,42.0,-76.5
Springville,175000.0,171679.0,41.7,-75.91
Stevensville,155400.0,135853.0,41.77,-76.17
Sugar Run,194100.0,162189.0,41.61,-76.28
Susquehanna,122100.0,121991.0,41.9,-75.5
Towanda,155800.0,135622.0,41.7,-76.5
Ulster,126400.0,150574.0,41.86,-76.48
Warren Center,123000.0,98126.0,41.94,-76.2
Wyalusing,170300.0,153482.0,41.7,-76.3
Wysox,154500.0,143160.0,41.78,-76.36
Doylestown,412300.0,372972.0,40.31,-75.15
Doylestown,467300.0,436075.0,40.36,-75.11
Chalfont,363900.0,344768.0,40.29,-75.21
Dublin,311900.0,292178.0,40.37,-75.2
Furlong,459100.0,452194.0,40.28,-75.05
Jamison,431900.0,440298.0,40.26,-75.07
Kintnersville,379500.0,393968.0,40.54,-75.22
New Hope,574400.0,568033.01,40.35,-74.99
Newtown,455300.0,472186.0,40.26,-74.96
Ottsville,380300.0,375061.0,40.47,-75.16
Perkasie,298400.0,275694.0,40.4,-75.2
Pipersville,418000.0,399217.0,40.43,-75.12
Quakertown,243300.0,229839.0,40.5,-75.3
Richboro,429600.0,438175.0,40.23,-75.0
Richlandtown,231400.0,206390.0,40.475,-75.321
Sellersville,284900.0,252505.0,40.36,-75.32
Silverdale,277300.0,200066.0,40.347,-75.275
Souderton,271500.0,258701.0,40.3,-75.33
Southampton,349100.0,345612.0,40.19,-75.01
Telford,263700.0,251112.0,40.32,-75.37
Trumbauersville,226200.0,248027.0,40.5,-75.3
Upper Black Eddy,386500.0,324679.0,40.53,-75.12
Warminster,303200.0,273179.0,40.21,-75.07
Warrington,389000.0,328451.0,40.25,-75.14
Washington Crossing,596000.0,643554.0,40.29,-74.88
Abington,251400.0,264191.0,40.12,-75.12
Ambler,419600.0,430218.0,40.18,-75.22
Ardmore,309000.0,327188.0,40.0,-75.3
Bala Cynwyd,479000.0,520500.0,40.02,-75.23
Huntingdon Valley,382700.0,411874.0,40.13,-75.05
Bristol,190900.0,190741.0,40.12,-74.85
Broomall,344600.0,344016.0,39.97,-75.36
Bryn Athyn,463000.0,414619.0,40.13,-75.06
Bryn Mawr,617800.0,596413.0,40.02,-75.33
Cheltenham,229900.0,284245.0,40.06,-75.1
Chester,67900.0,80067.0,39.85,-75.38
Aston,231900.0,239114.0,39.87,-75.43
Brookhaven,164200.0,175199.0,39.87,-75.39
Clifton Heights,154600.0,201536.0,39.92,-75.29
Bensalem,257100.0,227868.0,40.1,-74.94
Croydon,200700.0,188827.0,40.09,-74.89
Crum Lynne,103100.0,138337.0,39.86,-75.33
Darby,91700.0,134751.0,39.91,-75.27
Dresher,427000.0,525763.0,40.14,-75.16
Drexel Hill,185200.0,228735.0,39.95,-75.31
Elkins Park,276500.0,347523.0,40.07,-75.13
Essington,139100.0,160753.0,39.87,-75.26
Fairless Hills,244300.0,231952.0,40.18,-74.83
Flourtown,346800.0,343650.0,40.11,-75.22
Folcroft,108800.0,160780.0,39.89,-75.28
Folsom,207500.0,237316.0,39.89,-75.33
Fort Washington,487100.0,472777.0,40.13,-75.21
Gladwyne,819000.0,1054970.09,40.05,-75.27
Glenolden,131600.0,169886.0,39.9,-75.29
Glenside,279000.0,312367.0,40.1,-75.18
Hatboro,273700.0,278212.0,40.18,-75.1
Haverford,621800.0,799523.01,40.01,-75.31
Holmes,174000.0,218606.0,39.9,-75.308
Horsham,261700.0,268638.0,40.19,-75.15
Jenkintown,335500.0,428121.0,40.1,-75.11
Langhorne,346800.0,331243.0,40.18,-74.89
Lansdowne,146300.0,197740.0,39.94,-75.26
Feasterville Trevose,285300.0,268267.0,40.16,-74.97
Levittown,229600.0,218842.0,40.17,-74.82
Levittown,206400.0,223653.0,40.15,-74.84
Levittown,247100.0,246575.0,40.15,-74.89
Levittown,207100.0,201653.0,40.14,-74.85
Garnet Valley,425300.0,439070.0,39.85,-75.5
Marcus Hook,172800.0,183090.0,39.83,-75.43
Media,366200.0,390374.0,39.92,-75.42
Springfield,295500.0,325859.0,39.93,-75.34
Merion Station,646100.0,715324.0,40.0,-75.25
Morrisville,359700.0,390066.0,40.2,-74.81
Morton,222300.0,232656.0,39.91,-75.33
Narberth,507000.0,650117.0,40.02,-75.26
Newtown Square,418200.0,448229.0,39.98,-75.44
Norwood,164100.0,204592.0,39.89,-75.3
Oreland,314600.0,353943.0,40.12,-75.19
Prospect Park,196100.0,210292.0,39.89,-75.31
Ridley Park,178800.0,205361.0,39.88,-75.32
Sharon Hill,108100.0,141233.0,39.9,-75.27
Swarthmore,281000.0,355107.0,39.9,-75.35
Upper Darby,111600.0,138571.0,39.96,-75.27
Havertown,306800.0,331896.0,39.98,-75.31
Villanova,816300.0,831758.0,40.04,-75.35
Wallingford,322100.0,399619.0,39.89,-75.37
Wayne,514700.0,564836.0,40.06,-75.4
Willow Grove,251500.0,240330.0,40.15,-75.12
Woodlyn,167200.0,197774.0,39.87,-75.35
Wyncote,308500.0,397381.0,40.09,-75.15
Wynnewood,494000.0,599426.0,40.0,-75.27
Philadelphia,447000.0,792249.0,39.953,-75.165
Philadelphia,500600.0,612591.0,39.95,-75.17
Philadelphia,117600.0,145076.0,39.97,-75.2
Philadelphia,473400.0,545948.0,39.95,-75.15
Philadelphia,342200.0,341036.0,39.95,-75.16
Philadelphia,171900.0,160235.0,40.06,-75.08
Philadelphia,188000.0,188791.0,40.07,-75.01
Philadelphia,236500.0,236143.0,40.09,-75.04
Philadelphia,236600.0,205806.0,40.12,-75.01
Philadelphia,489200.0,513602.0,40.07,-75.21
Philadelphia,246600.0,257901.0,40.05,-75.19
Philadelphia,97600.0,89263.0,40.03,-75.12
Philadelphia,82500.0,73479.0,39.98,-75.18
Philadelphia,162500.0,121078.0,39.98,-75.15
Philadelphia,327200.0,314137.0,39.97,-75.12
Philadelphia,96000.0,84783.0,40.02,-75.09
Philadelphia,218300.0,213713.0,39.98,-75.12
Philadelphia,144800.0,144367.0,40.06,-75.14
Philadelphia,224100.0,276331.0,40.02,-75.22
Philadelphia,239300.0,247619.0,40.05,-75.23
Philadelphia,205500.0,274234.0,40.01,-75.18
Philadelphia,360000.0,361293.0,39.97,-75.18
Philadelphia,111700.0,137388.0,39.99,-75.22
Philadelphia,50600.0,62489.0,40.0,-75.17
Philadelphia,49700.0,62123.0,39.99,-75.14
Philadelphia,83600.0,74053.0,39.99,-75.11
Philadelphia,114800.0,116472.0,40.02,-75.04
Philadelphia,146200.0,143060.0,40.05,-75.02
Philadelphia,129100.0,133706.0,40.0,-75.08
Philadelphia,114700.0,113428.0,40.06,-75.16
Philadelphia,76300.0,71108.0,39.96,-75.23
Philadelphia,62000.0,55839.0,40.01,-75.15
Philadelphia,102000.0,97697.0,40.04,-75.15
Philadelphia,80900.0,79972.0,39.92,-75.23
Philadelphia,85800.0,97269.0,39.94,-75.22
Philadelphia,130500.0,143365.0,40.03,-75.18
Philadelphia,165000.0,157581.0,39.92,-75.19
Philadelphia,287800.0,336904.0,39.94,-75.18
Philadelphia,339300.0,321084.0,39.94,-75.16
Philadelphia,174000.0,177649.0,39.93,-75.15
Philadelphia,128800.0,125213.0,40.04,-75.07
Philadelphia,160100.0,155330.0,40.07,-75.17
Philadelphia,128900.0,145168.0,39.98,-75.26
Philadelphia,187400.0,186243.0,40.06,-75.05
Philadelphia,137800.0,148479.0,39.89,-75.24
Philadelphia,196000.0,186684.0,40.09,-74.99
Paoli,386000.0,400417.0,40.04,-75.48
Atglen,244000.0,232512.0,39.94,-75.96
Avondale,347800.0,352924.0,39.83,-75.76
Berwyn,607900.0,631773.0,40.03,-75.45
Chadds Ford,477200.0,472901.0,39.86,-75.6
Coatesville,228200.0,239253.0,40.0,-75.8
Cochranville,298000.0,282217.0,39.87,-75.92
Devon,540100.0,608153.0,40.04,-75.42
Downingtown,327800.0,370562.0,40.0,-75.7
Exton,354000.0,388614.0,40.04,-75.63
Glen Mills,432400.0,470381.0,39.91,-75.5
Glenmoore,391500.0,413398.0,40.1,-75.75
Honey Brook,253700.0,233843.0,40.08,-75.87
Kennett Square,389300.0,411988.0,39.87,-75.72
Landenberg,377800.0,419364.0,39.77,-75.8
Lincoln University,341200.0,348240.0,39.78,-75.9
Malvern,450200.0,460648.0,40.04,-75.53
Modena,172700.0,143506.0,40.0,-75.8
Nottingham,211600.0,224290.0,39.76,-76.05
Oxford,261300.0,273976.0,39.8,-76.0
Parkesburg,208400.0,221062.0,39.96,-75.93
Thorndale,241500.0,306469.0,40.0,-75.76
Thornton,562600.0,544147.0,39.91,-75.54
West Chester,380100.0,375133.0,40.0,-75.6
West Chester,407100.0,381566.0,39.9,-75.6
West Grove,301000.0,319873.0,39.85,-75.84
Norristown,172900.0,185660.0,40.13,-75.33
Norristown,266600.0,284515.0,40.15,-75.38
Bridgeport,203300.0,193068.0,40.09,-75.34
King Of Prussia,298500.0,324447.0,40.09,-75.39
Blue Bell,426700.0,451975.0,40.16,-75.28
Chester Springs,471000.0,532371.0,40.1,-75.64
Collegeville,346100.0,357056.0,40.18,-75.43
Conshohocken,304300.0,326956.0,40.08,-75.3
Harleysville,331300.0,325051.0,40.27,-75.4
Hatfield,284100.0,267708.0,40.29,-75.3
Lafayette Hill,389900.0,408085.0,40.08,-75.26
Lansdale,317500.0,322153.0,40.23,-75.29
North Wales,319500.0,356821.0,40.22,-75.24
Phoenixville,296700.0,335000.0,40.13,-75.53
Plymouth Meeting,337200.0,336230.0,40.12,-75.28
Pottstown,166800.0,192217.0,40.26,-75.62
Pottstown,275800.0,296169.0,40.19,-75.66
Royersford,253700.0,266825.0,40.21,-75.54
Schwenksville,313700.0,302581.0,40.26,-75.48
Spring City,269700.0,285517.0,40.17,-75.61
Adamstown,186500.0,163641.0,40.24,-76.06
Bally,174700.0,187467.0,40.4,-75.59
Barto,264300.0,259216.0,40.4,-75.6
Bechtelsville,221100.0,230558.0,40.38,-75.62
Bernville,216200.0,225371.0,40.5,-76.1
Bethel,188600.0,197394.0,40.5,-76.3
Birdsboro,174700.0,219688.0,40.26,-75.84
Blandon,190800.0,199482.0,40.45,-75.88
Boyertown,192600.0,195374.0,40.3,-75.7
Douglassville,232600.0,269016.0,40.27,-75.75
Elverson,287000.0,287123.0,40.16,-75.8
Fleetwood,174500.0,206945.0,40.4,-75.8
Gilbertsville,303800.0,290326.0,40.31,-75.59
Hamburg,151800.0,170416.0,40.5,-76.0
Kempton,247000.0,233619.0,40.6,-75.9
Kutztown,191300.0,221260.0,40.54,-75.78
Leesport,190300.0,204859.0,40.42,-75.99
Lenhartsville,206800.0,218968.0,40.57,-75.86
Lyon Station,138000.0,187848.0,40.45,-75.81
Mertztown,202200.0,207229.0,40.49,-75.68
Mohnton,233900.0,271701.0,40.24,-75.97
Mohrsville,216500.0,218674.0,40.48,-76.03
Morgantown,255300.0,289766.0,40.17,-75.9
Oley,237300.0,233409.0,40.38,-75.77
Port Clinton,86000.0,86859.0,40.577,-76.024
Robesonia,183400.0,199311.0,40.36,-76.14
Shoemakersville,160400.0,177096.0,40.49,-75.96
Strausstown,144300.0,170682.0,40.492,-76.184
Temple,141000.0,169498.0,40.4,-75.89
Topton,145800.0,185981.0,40.5,-75.7
Wernersville,174500.0,211962.0,40.34,-76.09
Womelsdorf,165300.0,158651.0,40.4,-76.21
Reading,69900.0,62604.99,40.35,-75.94
Reading,50800.0,61718.0,40.33,-75.92
Reading,71600.0,85215.0,40.36,-75.91
Reading,150300.0,173320.0,40.41,-75.95
Reading,167500.0,199327.0,40.33,-75.86
Reading,148800.0,181524.0,40.29,-75.95
Reading,224300.0,251843.0,40.32,-76.04
Reading,154700.0,191749.0,40.33,-76.0
Reading,230900.0,267688.0,40.34,-75.98
Reading,109600.0,119889.0,40.33,-75.94
Bear,267700.0,252385.0,39.6,-75.7
Newark,238800.0,247468.0,39.6,-75.7
Claymont,209400.0,175516.0,39.78,-75.47
Delaware City,190400.0,176789.0,39.57,-75.58
Hockessin,415100.0,397560.0,39.79,-75.69
Middletown,322400.0,315109.0,39.5,-75.7
Newark,293400.0,268886.0,39.71,-75.73
Newark,201800.0,183106.0,39.67,-75.7
New Castle,186800.0,175187.0,39.6,-75.6
Odessa,316300.0,248157.0,39.46,-75.65
Townsend,311000.0,276924.0,39.4,-75.6
Wilmington,140400.0,111462.0,39.73,-75.55
Wilmington,148800.0,137324.0,39.74,-75.52
Wilmington,350900.0,338589.0,39.8,-75.53
Wilmington,190200.0,168204.0,39.72,-75.62
Wilmington,174800.0,154255.0,39.75,-75.59
Wilmington,287000.0,351466.0,39.76,-75.57
Wilmington,756300.0,773528.0,39.8,-75.61
Wilmington,253300.0,238587.0,39.74,-75.67
Wilmington,231500.0,220310.0,39.78,-75.5
Wilmington,323400.0,291488.0,39.82,-75.5
Dover,178500.0,180323.0,39.2,-75.5
Dover,205300.0,213367.0,39.2,-75.6
Bethany Beach,580400.0,441224.0,38.55,-75.07
Bridgeville,205000.0,163759.0,38.7,-75.6
Camden Wyoming,226400.0,234310.0,39.1,-75.6
Cheswold,186700.0,160296.0,39.2,-75.6
Clayton,228100.0,204281.0,39.26,-75.69
Dagsboro,262400.0,225342.0,38.55,-75.21
Delmar,185800.0,180848.0,38.5,-75.5
Ellendale,177200.0,172504.0,38.79,-75.42
Felton,197800.0,194508.0,39.0,-75.6
Fenwick Island,690300.0,414420.0,38.47,-75.06
Frankford,221300.0,183926.0,38.5,-75.2
Frederica,174800.0,172232.0,39.04,-75.45
Georgetown,214400.0,184586.0,38.7,-75.4
Greenwood,205600.0,171907.0,38.8,-75.6
Harbeson,323200.0,279832.0,38.69,-75.24
Harrington,201500.0,181788.0,38.9,-75.6
Hartly,207100.0,201231.0,39.15,-75.69
Houston,202400.0,163944.0,38.91,-75.52
Laurel,171600.0,167438.0,38.5,-75.6
Lewes,341000.0,323790.0,38.7,-75.2
Lincoln,196600.0,161702.0,38.86,-75.4
Magnolia,225600.0,232567.0,39.08,-75.5
Milford,203600.0,198246.0,38.9,-75.4
Marydel,265600.0,165931.0,39.09,-75.72
Millsboro,190200.0,201283.0,38.6,-75.3
Millville,290600.0,222628.0,38.55,-75.11
Milton,277700.0,213985.0,38.8,-75.3
Ocean View,334400.0,316104.0,38.57,-75.1
Rehoboth Beach,388800.0,338275.0,38.7,-75.1
Seaford,183400.0,185177.0,38.6,-75.6
Selbyville,326900.0,229510.0,38.5,-75.2
Smyrna,223200.0,215077.0,39.3,-75.5
Viola,181600.0,190221.0,39.05,-75.58
Washington,619300.0,671931.0,38.91,-77.02
Washington,583300.0,549101.0,38.91,-76.98
Washington,732700.0,666746.0,38.88,-76.99
Washington,514600.0,646600.0,38.894,-77.028
Washington,504900.0,575230.0,38.904,-77.032
Washington,945900.0,866867.0,38.92,-77.08
Washington,740300.0,676573.0,38.93,-77.06
Washington,614100.0,616410.0,38.92,-77.04
Washington,582800.0,606675.0,38.93,-77.03
Washington,486800.0,383069.0,38.95,-77.02
Washington,572500.0,563080.0,38.98,-77.03
Washington,953400.0,953307.01,38.97,-77.07
Washington,873300.0,880022.0,38.94,-77.09
Washington,439500.0,376549.0,38.94,-76.99
Washington,456100.0,441377.0,38.93,-76.97
Washington,249600.0,198794.0,38.89,-76.94
Washington,276700.0,238841.0,38.87,-76.97
